,Pair 1,,,Pair 2,
,12150,4.65,,12150,4.71
,12152,4.66,,12152,4.72
,12154,4.65,,12154,4.72
,12156,4.65,,12156,4.72
,12158,4.66,,12158,4.71
,12160,4.66,,12160,4.73
,12162,4.66,,12162,4.72
,12164,4.66,,12164,4.71
,12166,4.65,,12166,4.71
,12168,4.66,,12168,4.71
,12170,4.66,,12170,4.71
,12172,4.67,,12172,4.72
,12174,4.66,,12174,4.71
,12176,4.66,,12176,4.72
,12178,4.67,,12178,4.72
,12180,4.66,,12180,4.72
,12182,4.66,,12182,4.73
,12184,4.66,,12184,4.72
,12186,4.68,,12186,4.73
,12188,4.66,,12188,4.72
,12190,4.67,,12190,4.72
,12192,4.67,,12192,4.71
,12194,4.67,,12194,4.71
,12196,4.67,,12196,4.72
,12198,4.68,,12198,4.72
,12200,4.67,,12200,4.72
,12202,4.67,,12202,4.74
,12204,4.67,,12204,4.74
,12206,4.68,,12206,4.72
,12208,4.67,,12208,4.72
,12210,4.67,,12210,4.74
,12212,4.67,,12212,4.73
,12214,4.67,,12214,4.74
,12216,4.67,,12216,4.72
,12218,4.67,,12218,4.73
,12220,4.68,,12220,4.73
,12222,4.68,,12222,4.73
,12224,4.68,,12224,4.73
,12226,4.67,,12226,4.72
,12228,4.68,,12228,4.72
,12230,4.67,,12230,4.74
,12232,4.67,,12232,4.73
,12234,4.67,,12234,4.73
,12236,4.69,,12236,4.73
,12238,4.69,,12238,4.73
,12240,4.68,,12240,4.73
,12242,4.69,,12242,4.74
,12244,4.68,,12244,4.73
,12246,4.68,,12246,4.73
,12248,4.68,,12248,4.73
,12250,4.67,,12250,4.74
,12252,4.67,,12252,4.73
,12254,4.68,,12254,4.74
,12256,4.69,,12256,4.73
,12258,4.69,,12258,4.73
,12260,4.68,,12260,4.72
,12262,4.68,,12262,4.74
,12264,4.7,,12264,4.74
,12266,4.68,,12266,4.74
,12268,4.69,,12268,4.73
,12270,4.69,,12270,4.74
,12272,4.68,,12272,4.75
,12274,4.69,,12274,4.74
,12276,4.68,,12276,4.73
,12278,4.69,,12278,4.74
,12280,4.69,,12280,4.74
,12282,4.69,,12282,4.74
,12284,4.69,,12284,4.74
,12286,4.68,,12286,4.73
,12288,4.69,,12288,4.74
,12290,4.68,,12290,4.73
,12292,4.68,,12292,4.73
,12294,4.69,,12294,4.74
,12296,4.69,,12296,4.74
,12298,4.69,,12298,4.73
,12300,4.69,,12300,4.73
,12302,4.68,,12302,4.74
,12304,4.69,,12304,4.74
,12306,4.69,,12306,4.73
,12308,4.69,,12308,4.74
,12310,4.69,,12310,4.73
,12312,4.69,,12312,4.74
,12314,4.7,,12314,4.73
,12316,4.71,,12316,4.72
,12318,4.69,,12318,4.72
,12320,4.69,,12320,4.74
,12322,4.69,,12322,4.73
,12324,4.7,,12324,4.73
,12326,4.69,,12326,4.73
,12328,4.68,,12328,4.74
,12330,4.69,,12330,4.73
,12332,4.69,,12332,4.74
,12334,4.69,,12334,4.73
,12336,4.69,,12336,4.73
,12338,4.69,,12338,4.73
,12340,4.7,,12340,4.73
,12342,4.69,,12342,4.74
,12344,4.7,,12344,4.74
,12346,4.7,,12346,4.73
,12348,4.7,,12348,4.74
,12350,4.7,,12350,4.74
,12352,4.7,,12352,4.74
,12354,4.69,,12354,4.73
,12356,4.68,,12356,4.74
,12358,4.69,,12358,4.74
,12360,4.7,,12360,4.74
,12362,4.7,,12362,4.74
,12364,4.69,,12364,4.74
,12366,4.69,,12366,4.75
,12368,4.69,,12368,4.74
,12370,4.7,,12370,4.73
,12372,4.7,,12372,4.74
,12374,4.69,,12374,4.74
,12376,4.69,,12376,4.74
,12378,4.7,,12378,4.74
,12380,4.7,,12380,4.74
,12382,4.7,,12382,4.74
,12384,4.71,,12384,4.73
,12386,4.7,,12386,4.74
,12388,4.7,,12388,4.73
,12390,4.7,,12390,4.73
,12392,4.71,,12392,4.73
,12394,4.7,,12394,4.73
,12396,4.7,,12396,4.72
,12398,4.71,,12398,4.74
,12400,4.71,,12400,4.74
,12402,4.7,,12402,4.74
,12404,4.7,,12404,4.74
,12406,4.7,,12406,4.73
,12408,4.7,,12408,4.74
,12410,4.7,,12410,4.74
,12412,4.71,,12412,4.74
,12414,4.71,,12414,4.74
,12416,4.71,,12416,4.74
,12418,4.72,,12418,4.74
,12420,4.71,,12420,4.74
,12422,4.7,,12422,4.74
,12424,4.71,,12424,4.73
,12426,4.71,,12426,4.74
,12428,4.7,,12428,4.75
,12430,4.71,,12430,4.75
,12432,4.72,,12432,4.75
,12434,4.72,,12434,4.73
,12436,4.7,,12436,4.75
,12438,4.72,,12438,4.74
,12440,4.71,,12440,4.74
,12442,4.71,,12442,4.75
,12444,4.71,,12444,4.74
,12446,4.7,,12446,4.75
,12448,4.71,,12448,4.75
,12450,4.71,,12450,4.74
,12452,4.71,,12452,4.75
,12454,4.73,,12454,4.74
,12456,4.72,,12456,4.75
,12458,4.72,,12458,4.74
,12460,4.73,,12460,4.74
,12462,4.71,,12462,4.74
,12464,4.71,,12464,4.74
,12466,4.71,,12466,4.75
,12468,4.71,,12468,4.73
,12470,4.71,,12470,4.75
,12472,4.71,,12472,4.74
,12474,4.72,,12474,4.74
,12476,4.72,,12476,4.74
,12478,4.72,,12478,4.74
,12480,4.72,,12480,4.74
,12482,4.72,,12482,4.74
,12484,4.72,,12484,4.74
,12486,4.73,,12486,4.74
,12488,4.72,,12488,4.74
,12490,4.72,,12490,4.73
,12492,4.71,,12492,4.74
,12494,4.72,,12494,4.74
,12496,4.71,,12496,4.74
,12498,4.72,,12498,4.75
,12500,4.72,,12500,4.75
,12502,4.72,,12502,4.75
,12504,4.73,,12504,4.75
,12506,4.73,,12506,4.74
,12508,4.73,,12508,4.75
,12510,4.73,,12510,4.75
,12512,4.72,,12512,4.74
,12514,4.73,,12514,4.74
,12516,4.73,,12516,4.75
,12518,4.73,,12518,4.74
,12520,4.72,,12520,4.75
,12522,4.74,,12522,4.75
,12524,4.73,,12524,4.75
,12526,4.73,,12526,4.74
,12528,4.74,,12528,4.76
,12530,4.73,,12530,4.76
,12532,4.73,,12532,4.75
,12534,4.73,,12534,4.75
,12536,4.73,,12536,4.75
,12538,4.73,,12538,4.75
,12540,4.74,,12540,4.75
,12542,4.74,,12542,4.76
,12544,4.73,,12544,4.76
,12546,4.73,,12546,4.75
,12548,4.74,,12548,4.75
,12550,4.73,,12550,4.76
,12552,4.73,,12552,4.76
,12554,4.74,,12554,4.76
,12556,4.74,,12556,4.76
,12558,4.73,,12558,4.75
,12560,4.74,,12560,4.75
,12562,4.74,,12562,4.74
,12564,4.74,,12564,4.75
,12566,4.74,,12566,4.76
,12568,4.74,,12568,4.76
,12570,4.74,,12570,4.75
,12572,4.73,,12572,4.74
,12574,4.74,,12574,4.77
,12576,4.74,,12576,4.76
,12578,4.76,,12578,4.76
,12580,4.75,,12580,4.76
,12582,4.74,,12582,4.76
,12584,4.75,,12584,4.77
,12586,4.74,,12586,4.76
,12588,4.75,,12588,4.77
,12590,4.74,,12590,4.75
,12592,4.74,,12592,4.75
,12594,4.76,,12594,4.76
,12596,4.75,,12596,4.76
,12598,4.74,,12598,4.77
,12600,4.75,,12600,4.76
,12602,4.74,,12602,4.75
,12604,4.74,,12604,4.76
,12606,4.74,,12606,4.76
,12608,4.75,,12608,4.76
,12610,4.75,,12610,4.77
,12612,4.75,,12612,4.77
,12614,4.75,,12614,4.76
,12616,4.76,,12616,4.76
,12618,4.74,,12618,4.77
,12620,4.73,,12620,4.77
,12622,4.76,,12622,4.76
,12624,4.74,,12624,4.76
,12626,4.74,,12626,4.77
,12628,4.74,,12628,4.77
,12630,4.75,,12630,4.76
,12632,4.75,,12632,4.77
,12634,4.75,,12634,4.76
,12636,4.75,,12636,4.78
,12638,4.74,,12638,4.76
,12640,4.74,,12640,4.77
,12642,4.75,,12642,4.77
,12644,4.76,,12644,4.76
,12646,4.76,,12646,4.77
,12648,4.75,,12648,4.76
,12650,4.76,,12650,4.77
,12652,4.75,,12652,4.77
,12654,4.76,,12654,4.77
,12656,4.74,,12656,4.76
,12658,4.75,,12658,4.75
,12660,4.75,,12660,4.77
,12662,4.74,,12662,4.77
,12664,4.76,,12664,4.77
,12666,4.75,,12666,4.77
,12668,4.76,,12668,4.78
,12670,4.75,,12670,4.76
,12672,4.75,,12672,4.77
,12674,4.76,,12674,4.77
,12676,4.76,,12676,4.76
,12678,4.75,,12678,4.76
,12680,4.76,,12680,4.77
,12682,4.75,,12682,4.76
,12684,4.77,,12684,4.76
,12686,4.77,,12686,4.77
,12688,4.77,,12688,4.76
,12690,4.76,,12690,4.76
,12692,4.77,,12692,4.76
,12694,4.77,,12694,4.76
,12696,4.76,,12696,4.75
,12698,4.77,,12698,4.76
,12700,4.77,,12700,4.77
,12702,4.77,,12702,4.75
,12704,4.77,,12704,4.77
,12706,4.77,,12706,4.77
,12708,4.76,,12708,4.78
,12710,4.77,,12710,4.76
,12712,4.77,,12712,4.76
,12714,4.77,,12714,4.78
,12716,4.77,,12716,4.77
,12718,4.76,,12718,4.77
,12720,4.77,,12720,4.77
,12722,4.75,,12722,4.77
,12724,4.76,,12724,4.77
,12726,4.77,,12726,4.78
,12728,4.78,,12728,4.78
,12730,4.77,,12730,4.77
,12732,4.77,,12732,4.77
,12734,4.77,,12734,4.77
,12736,4.77,,12736,4.77
,12738,4.77,,12738,4.78
,12740,4.76,,12740,4.77
,12742,4.76,,12742,4.78
,12744,4.76,,12744,4.77
,12746,4.78,,12746,4.77
,12748,4.77,,12748,4.78
,12750,4.76,,12750,4.78
,12752,4.77,,12752,4.77
,12754,4.76,,12754,4.78
,12756,4.76,,12756,4.77
,12758,4.77,,12758,4.77
,12760,4.77,,12760,4.78
,12762,4.78,,12762,4.8
,12764,4.77,,12764,4.79
,12766,4.78,,12766,4.79
,12768,4.77,,12768,4.78
,12770,4.77,,12770,4.79
,12772,4.76,,12772,4.79
,12774,4.77,,12774,4.78
,12776,4.76,,12776,4.78
,12778,4.76,,12778,4.79
,12780,4.78,,12780,4.78
,12782,4.79,,12782,4.78
,12784,4.77,,12784,4.79
,12786,4.78,,12786,4.78
,12788,4.78,,12788,4.78
,12790,4.77,,12790,4.77
,12792,4.77,,12792,4.79
,12794,4.77,,12794,4.78
,12796,4.78,,12796,4.78
,12798,4.78,,12798,4.78
,12800,4.78,,12800,4.79
,12802,4.78,,12802,4.79
,12804,4.79,,12804,4.79
,12806,4.78,,12806,4.78
,12808,4.77,,12808,4.76
,12810,4.77,,12810,4.78
,12812,4.78,,12812,4.78
,12814,4.79,,12814,4.78
,12816,4.79,,12816,4.78
,12818,4.79,,12818,4.79
,12820,4.8,,12820,4.79
,12822,4.78,,12822,4.78
,12824,4.79,,12824,4.78
,12826,4.78,,12826,4.79
,12828,4.79,,12828,4.78
,12830,4.79,,12830,4.79
,12832,4.78,,12832,4.79
,12834,4.78,,12834,4.78
,12836,4.79,,12836,4.78
,12838,4.79,,12838,4.79
,12840,4.79,,12840,4.77
,12842,4.78,,12842,4.79
,12844,4.79,,12844,4.79
,12846,4.8,,12846,4.78
,12848,4.79,,12848,4.78
,12850,4.78,,12850,4.78
,12852,4.78,,12852,4.79
,12854,4.78,,12854,4.78
,12856,4.78,,12856,4.77
,12858,4.78,,12858,4.78
,12860,4.79,,12860,4.78
,12862,4.79,,12862,4.79
,12864,4.79,,12864,4.78
,12866,4.79,,12866,4.78
,12868,4.8,,12868,4.79
,12870,4.79,,12870,4.78
,12872,4.8,,12872,4.78
,12874,4.79,,12874,4.78
,12876,4.8,,12876,4.78
,12878,4.79,,12878,4.78
,12880,4.79,,12880,4.79
,12882,4.79,,12882,4.79
,12884,4.79,,12884,4.78
,12886,4.79,,12886,4.78
,12888,4.79,,12888,4.77
,12890,4.8,,12890,4.77
,12892,4.79,,12892,4.79
,12894,4.81,,12894,4.78
,12896,4.79,,12896,4.79
,12898,4.79,,12898,4.79
,12900,4.82,,12900,4.78
,12902,4.79,,12902,4.78
,12904,4.81,,12904,4.77
,12906,4.79,,12906,4.78
,12908,4.8,,12908,4.79
,12910,4.8,,12910,4.79
,12912,4.8,,12912,4.8
,12914,4.8,,12914,4.78
,12916,4.8,,12916,4.79
,12918,4.8,,12918,4.79
,12920,4.8,,12920,4.78
,12922,4.8,,12922,4.78
,12924,4.81,,12924,4.79
,12926,4.81,,12926,4.78
,12928,4.8,,12928,4.78
,12930,4.8,,12930,4.79
,12932,4.81,,12932,4.79
,12934,4.8,,12934,4.78
,12936,4.81,,12936,4.79
,12938,4.81,,12938,4.79
,12940,4.81,,12940,4.79
,12942,4.8,,12942,4.8
,12944,4.8,,12944,4.79
,12946,4.8,,12946,4.79
,12948,4.81,,12948,4.79
,12950,4.82,,12950,4.79
,12952,4.82,,12952,4.79
,12954,4.82,,12954,4.79
,12956,4.82,,12956,4.8
,12958,4.8,,12958,4.79
,12960,4.8,,12960,4.78
,12962,4.81,,12962,4.79
,12964,4.82,,12964,4.79
,12966,4.81,,12966,4.8
,12968,4.81,,12968,4.79
,12970,4.81,,12970,4.79
,12972,4.8,,12972,4.8
,12974,4.82,,12974,4.78
,12976,4.81,,12976,4.78
,12978,4.81,,12978,4.8
,12980,4.82,,12980,4.8
,12982,4.82,,12982,4.8
,12984,4.82,,12984,4.8
,12986,4.82,,12986,4.8
,12988,4.82,,12988,4.79
,12990,4.83,,12990,4.8
,12992,4.82,,12992,4.81
,12994,4.82,,12994,4.8
,12996,4.82,,12996,4.79
,12998,4.82,,12998,4.8
,13000,4.82,,13000,4.8
,13002,4.83,,13002,4.8
,13004,4.82,,13004,4.8
,13006,4.83,,13006,4.8
,13008,4.82,,13008,4.81
,13010,4.81,,13010,4.81
,13012,4.82,,13012,4.81
,13014,4.82,,13014,4.82
,13016,4.82,,13016,4.82
,13018,4.83,,13018,4.81
,13020,4.83,,13020,4.81
,13022,4.81,,13022,4.8
,13024,4.82,,13024,4.81
,13026,4.82,,13026,4.8
,13028,4.81,,13028,4.81
,13030,4.83,,13030,4.81
,13032,4.83,,13032,4.81
,13034,4.83,,13034,4.81
,13036,4.82,,13036,4.8
,13038,4.84,,13038,4.81
,13040,4.83,,13040,4.81
,13042,4.84,,13042,4.81
,13044,4.84,,13044,4.8
,13046,4.83,,13046,4.81
,13048,4.83,,13048,4.8
,13050,4.81,,13050,4.81
,13052,4.83,,13052,4.82
,13054,4.84,,13054,4.81
,13056,4.83,,13056,4.81
,13058,4.84,,13058,4.81
,13060,4.84,,13060,4.81
,13062,4.83,,13062,4.82
,13064,4.83,,13064,4.8
,13066,4.84,,13066,4.8
,13068,4.82,,13068,4.8
,13070,4.83,,13070,4.81
,13072,4.82,,13072,4.81
,13074,4.82,,13074,4.8
,13076,4.83,,13076,4.81
,13078,4.83,,13078,4.8
,13080,4.83,,13080,4.81
,13082,4.82,,13082,4.81
,13084,4.83,,13084,4.81
,13086,4.82,,13086,4.8
,13088,4.83,,13088,4.81
,13090,4.83,,13090,4.81
,13092,4.84,,13092,4.8
,13094,4.83,,13094,4.81
,13096,4.84,,13096,4.82
,13098,4.84,,13098,4.82
,13100,4.83,,13100,4.81
,13102,4.83,,13102,4.81
,13104,4.84,,13104,4.81
,13106,4.84,,13106,4.81
,13108,4.84,,13108,4.82
,13110,4.84,,13110,4.81
,13112,4.83,,13112,4.81
,13114,4.83,,13114,4.83
,13116,4.84,,13116,4.82
,13118,4.85,,13118,4.82
,13120,4.85,,13120,4.81
,13122,4.84,,13122,4.81
,13124,4.85,,13124,4.8
,13126,4.85,,13126,4.82
,13128,4.84,,13128,4.81
,13130,4.84,,13130,4.81
,13132,4.83,,13132,4.81
,13134,4.84,,13134,4.82
,13136,4.85,,13136,4.81
,13138,4.85,,13138,4.81
,13140,4.86,,13140,4.8
,13142,4.86,,13142,4.81
,13144,4.85,,13144,4.82
,13146,4.84,,13146,4.81
,13148,4.85,,13148,4.82
,13150,4.85,,13150,4.81
,13152,4.85,,13152,4.82
,13154,4.86,,13154,4.82
,13156,4.85,,13156,4.82
,13158,4.86,,13158,4.82
,13160,4.87,,13160,4.82
,13162,4.87,,13162,4.82
,13164,4.85,,13164,4.82
,13166,4.85,,13166,4.81
,13168,4.86,,13168,4.82
,13170,4.85,,13170,4.82
,13172,4.86,,13172,4.81
,13174,4.86,,13174,4.82
,13176,4.85,,13176,4.81
,13178,4.85,,13178,4.82
,13180,4.86,,13180,4.82
,13182,4.86,,13182,4.82
,13184,4.86,,13184,4.82
,13186,4.87,,13186,4.82
,13188,4.87,,13188,4.81
,13190,4.87,,13190,4.82
,13192,4.86,,13192,4.82
,13194,4.87,,13194,4.82
,13196,4.87,,13196,4.82
,13198,4.87,,13198,4.83
,13200,4.87,,13200,4.82
,13202,4.87,,13202,4.82
,13204,4.88,,13204,4.82
,13206,4.87,,13206,4.83
,13208,4.87,,13208,4.82
,13210,4.86,,13210,4.82
,13212,4.87,,13212,4.82
,13214,4.87,,13214,4.83
,13216,4.87,,13216,4.83
,13218,4.87,,13218,4.83
,13220,4.88,,13220,4.82
,13222,4.88,,13222,4.82
,13224,4.87,,13224,4.82
,13226,4.88,,13226,4.82
,13228,4.89,,13228,4.82
,13230,4.87,,13230,4.83
,13232,4.87,,13232,4.83
,13234,4.87,,13234,4.84
,13236,4.87,,13236,4.83
,13238,4.87,,13238,4.83
,13240,4.88,,13240,4.83
,13242,4.88,,13242,4.83
,13244,4.87,,13244,4.83
,13246,4.87,,13246,4.83
,13248,4.87,,13248,4.83
,13250,4.87,,13250,4.83
,13252,4.87,,13252,4.84
,13254,4.88,,13254,4.84
,13256,4.89,,13256,4.83
,13258,4.88,,13258,4.83
,13260,4.88,,13260,4.84
,13262,4.88,,13262,4.82
,13264,4.87,,13264,4.83
,13266,4.88,,13266,4.83
,13268,4.87,,13268,4.83
,13270,4.88,,13270,4.83
,13272,4.87,,13272,4.82
,13274,4.89,,13274,4.82
,13276,4.88,,13276,4.83
,13278,4.88,,13278,4.83
,13280,4.87,,13280,4.82
,13282,4.87,,13282,4.83
,13284,4.88,,13284,4.82
,13286,4.89,,13286,4.82
,13288,4.88,,13288,4.82
,13290,4.88,,13290,4.83
,13292,4.89,,13292,4.83
,13294,4.89,,13294,4.82
,13296,4.88,,13296,4.83
,13298,4.88,,13298,4.82
,13300,4.88,,13300,4.83
,13302,4.89,,13302,4.84
,13304,4.89,,13304,4.83
,13306,4.89,,13306,4.83
,13308,4.88,,13308,4.84
,13310,4.88,,13310,4.83
,13312,4.89,,13312,4.82
,13314,4.88,,13314,4.83
,13316,4.88,,13316,4.83
,13318,4.88,,13318,4.84
,13320,4.9,,13320,4.84
,13322,4.89,,13322,4.84
,13324,4.88,,13324,4.83
,13326,4.89,,13326,4.83
,13328,4.88,,13328,4.83
,13330,4.89,,13330,4.84
,13332,4.89,,13332,4.83
,13334,4.89,,13334,4.83
,13336,4.89,,13336,4.84
,13338,4.9,,13338,4.83
,13340,4.89,,13340,4.84
,13342,4.88,,13342,4.83
,13344,4.9,,13344,4.83
,13346,4.87,,13346,4.83
,13348,4.89,,13348,4.83
,13350,4.89,,13350,4.83
,13352,4.89,,13352,4.83
,13354,4.89,,13354,4.85
,13356,4.88,,13356,4.83
,13358,4.9,,13358,4.83
,13360,4.89,,13360,4.84
,13362,4.89,,13362,4.83
,13364,4.89,,13364,4.83
,13366,4.9,,13366,4.84
,13368,4.89,,13368,4.83
,13370,4.9,,13370,4.84
,13372,4.89,,13372,4.84
,13374,4.9,,13374,4.85
,13376,4.89,,13376,4.84
,13378,4.89,,13378,4.83
,13380,4.89,,13380,4.84
,13382,4.89,,13382,4.84
,13384,4.89,,13384,4.85
,13386,4.9,,13386,4.84
,13388,4.89,,13388,4.85
,13390,4.91,,13390,4.84
,13392,4.9,,13392,4.83
,13394,4.91,,13394,4.83
,13396,4.9,,13396,4.84
,13398,4.9,,13398,4.84
,13400,4.91,,13400,4.83
,13402,4.91,,13402,4.84
,13404,4.91,,13404,4.85
,13406,4.91,,13406,4.84
,13408,4.9,,13408,4.84
,13410,4.9,,13410,4.84
,13412,4.91,,13412,4.84
,13414,4.91,,13414,4.84
,13416,4.9,,13416,4.84
,13418,4.9,,13418,4.84
,13420,4.9,,13420,4.84
,13422,4.9,,13422,4.84
,13424,4.91,,13424,4.84
,13426,4.9,,13426,4.85
,13428,4.89,,13428,4.84
,13430,4.9,,13430,4.85
,13432,4.9,,13432,4.84
,13434,4.89,,13434,4.83
,13436,4.91,,13436,4.84
,13438,4.91,,13438,4.85
,13440,4.91,,13440,4.85
,13442,4.91,,13442,4.85
,13444,4.92,,13444,4.85
,13446,4.91,,13446,4.85
,13448,4.91,,13448,4.85
,13450,4.9,,13450,4.85
,13452,4.92,,13452,4.84
,13454,4.92,,13454,4.85
,13456,4.92,,13456,4.84
,13458,4.92,,13458,4.86
,13460,4.91,,13460,4.86
,13462,4.91,,13462,4.85
,13464,4.91,,13464,4.86
,13466,4.92,,13466,4.85
,13468,4.92,,13468,4.85
,13470,4.91,,13470,4.85
,13472,4.91,,13472,4.86
,13474,4.91,,13474,4.85
,13476,4.92,,13476,4.85
,13478,4.91,,13478,4.85
,13480,4.92,,13480,4.86
,13482,4.91,,13482,4.85
,13484,4.91,,13484,4.85
,13486,4.92,,13486,4.86
,13488,4.92,,13488,4.86
,13490,4.92,,13490,4.85
,13492,4.92,,13492,4.85
,13494,4.91,,13494,4.86
,13496,4.93,,13496,4.85
,13498,4.93,,13498,4.85
,13500,4.93,,13500,4.85
,13502,4.93,,13502,4.85
,13504,4.94,,13504,4.84
,13506,4.93,,13506,4.85
,13508,4.95,,13508,4.85
,13510,4.94,,13510,4.85
,13512,4.93,,13512,4.85
,13514,4.93,,13514,4.86
,13516,4.94,,13516,4.84
,13518,4.93,,13518,4.87
,13520,4.93,,13520,4.86
,13522,4.94,,13522,4.86
,13524,4.94,,13524,4.85
,13526,4.94,,13526,4.86
,13528,4.94,,13528,4.86
,13530,4.95,,13530,4.85
,13532,4.95,,13532,4.86
,13534,4.94,,13534,4.86
,13536,4.94,,13536,4.85
,13538,4.94,,13538,4.86
,13540,4.95,,13540,4.86
,13542,4.94,,13542,4.86
,13544,4.93,,13544,4.86
,13546,4.94,,13546,4.87
,13548,4.94,,13548,4.85
,13550,4.94,,13550,4.85
,13552,4.93,,13552,4.86
,13554,4.95,,13554,4.84
,13556,4.94,,13556,4.85
,13558,4.94,,13558,4.86
,13560,4.95,,13560,4.86
,13562,4.94,,13562,4.86
,13564,4.95,,13564,4.86
,13566,4.94,,13566,4.87
,13568,4.94,,13568,4.86
,13570,4.94,,13570,4.86
,13572,4.94,,13572,4.87
,13574,4.94,,13574,4.86
,13576,4.95,,13576,4.86
,13578,4.94,,13578,4.86
,13580,4.94,,13580,4.86
,13582,4.94,,13582,4.87
,13584,4.95,,13584,4.86
,13586,4.95,,13586,4.85
,13588,4.94,,13588,4.87
,13590,4.95,,13590,4.86
,13592,4.95,,13592,4.86
,13594,4.94,,13594,4.87
,13596,4.95,,13596,4.87
,13598,4.95,,13598,4.87
,13600,4.95,,13600,4.88
,13602,4.95,,13602,4.87
,13604,4.95,,13604,4.87
,13606,4.95,,13606,4.87
,13608,4.96,,13608,4.88
,13610,4.95,,13610,4.87
,13612,4.96,,13612,4.87
,13614,4.95,,13614,4.87
,13616,4.94,,13616,4.86
,13618,4.95,,13618,4.86
,13620,4.94,,13620,4.87
,13622,4.95,,13622,4.87
,13624,4.95,,13624,4.88
,13626,4.94,,13626,4.87
,13628,4.94,,13628,4.88
,13630,4.94,,13630,4.87
,13632,4.94,,13632,4.88
,13634,4.94,,13634,4.87
,13636,4.95,,13636,4.87
,13638,4.94,,13638,4.87
,13640,4.95,,13640,4.87
,13642,4.93,,13642,4.88
,13644,4.96,,13644,4.87
,13646,4.95,,13646,4.87
,13648,4.95,,13648,4.87
,13650,4.95,,13650,4.87
,13652,4.95,,13652,4.87
,13654,4.95,,13654,4.87
,13656,4.95,,13656,4.87
,13658,4.96,,13658,4.87
,13660,4.95,,13660,4.87
,13662,4.96,,13662,4.87
,13664,4.95,,13664,4.87
,13666,4.95,,13666,4.87
,13668,4.97,,13668,4.86
,13670,4.96,,13670,4.87
,13672,4.96,,13672,4.87
,13674,4.97,,13674,4.87
,13676,4.96,,13676,4.87
,13678,4.97,,13678,4.87
,13680,4.97,,13680,4.87
,13682,4.97,,13682,4.87
,13684,4.95,,13684,4.87
,13686,4.96,,13686,4.87
,13688,4.97,,13688,4.87
,13690,4.96,,13690,4.87
,13692,4.96,,13692,4.85
,13694,4.97,,13694,4.87
,13696,4.95,,13696,4.87
,13698,4.96,,13698,4.86
,13700,4.96,,13700,4.87
,13702,4.96,,13702,4.86
,13704,4.96,,13704,4.86
,13706,4.97,,13706,4.87
,13708,4.97,,13708,4.88
,13710,4.97,,13710,4.87
,13712,4.97,,13712,4.87
,13714,4.97,,13714,4.87
,13716,4.98,,13716,4.87
,13718,4.97,,13718,4.87
,13720,4.96,,13720,4.87
,13722,4.97,,13722,4.87
,13724,4.97,,13724,4.88
,13726,4.97,,13726,4.88
,13728,4.97,,13728,4.88
,13730,4.97,,13730,4.87
,13732,4.98,,13732,4.87
,13734,4.97,,13734,4.88
,13736,4.99,,13736,4.87
,13738,4.99,,13738,4.87
,13740,4.98,,13740,4.88
,13742,4.98,,13742,4.87
,13744,4.99,,13744,4.88
,13746,4.99,,13746,4.89
,13748,4.98,,13748,4.87
,13750,4.99,,13750,4.86
,13752,4.98,,13752,4.87
,13754,4.98,,13754,4.87
,13756,4.98,,13756,4.86
,13758,4.99,,13758,4.87
,13760,4.98,,13760,4.87
,13762,5,,13762,4.87
,13764,4.99,,13764,4.87
,13766,5,,13766,4.87
,13768,4.98,,13768,4.87
,13770,4.97,,13770,4.87
,13772,4.99,,13772,4.88
,13774,4.98,,13774,4.88
,13776,4.98,,13776,4.88
,13778,4.99,,13778,4.89
,13780,4.98,,13780,4.89
,13782,4.98,,13782,4.89
,13784,4.98,,13784,4.88
,13786,4.97,,13786,4.88
,13788,4.98,,13788,4.88
,13790,4.98,,13790,4.87
,13792,4.98,,13792,4.88
,13794,4.99,,13794,4.89
,13796,5,,13796,4.88
,13798,4.99,,13798,4.88
,13800,5,,13800,4.88
,13802,4.99,,13802,4.89
,13804,4.99,,13804,4.89
,13806,4.99,,13806,4.87
,13808,5,,13808,4.88
,13810,5,,13810,4.89
,13812,5,,13812,4.88
,13814,5,,13814,4.89
,13816,5,,13816,4.89
,13818,5,,13818,4.89
,13820,5,,13820,4.88
,13822,5,,13822,4.89
,13824,5,,13824,4.89
,13826,5,,13826,4.88
,13828,4.99,,13828,4.89
,13830,4.99,,13830,4.88
,13832,5,,13832,4.87
,13834,5.01,,13834,4.88
,13836,5,,13836,4.88
,13838,4.99,,13838,4.88
,13840,5,,13840,4.89
,13842,5.01,,13842,4.88
,13844,5,,13844,4.88
,13846,5.01,,13846,4.88
,13848,5,,13848,4.88
,13850,5.01,,13850,4.88
,13852,5.01,,13852,4.89
,13854,5.01,,13854,4.88
,13856,5.01,,13856,4.87
,13858,5,,13858,4.88
,13860,5.01,,13860,4.88
,13862,5.01,,13862,4.88
,13864,5.01,,13864,4.89
,13866,5,,13866,4.89
,13868,5.01,,13868,4.89
,13870,5,,13870,4.89
,13872,5,,13872,4.88
,13874,5,,13874,4.9
,13876,5.01,,13876,4.89
,13878,4.99,,13878,4.89
,13880,5.01,,13880,4.89
,13882,5.01,,13882,4.88
,13884,5.01,,13884,4.89
,13886,5.01,,13886,4.89
,13888,5.01,,13888,4.88
,13890,5,,13890,4.89
,13892,5,,13892,4.89
,13894,5.01,,13894,4.88
,13896,5.01,,13896,4.88
,13898,5.01,,13898,4.89
,13900,5.01,,13900,4.89
,13902,5.01,,13902,4.88
